date,order_id,customer_id,customer_name,product,category,subcategory,quantity,amount
2026-04-22 17:25,ORD5030,C115,Ritu,Fresh Lime Soda,Beverages,Cold Beverages,1,90
2026-04-22 19:39,ORD5031,C102,Rohan,Cheesecake Slice,Desserts,Cakes,1,180
2026-04-22 17:13,ORD5032,C116,Aditya,Chicken Sandwich,Food,Sandwiches,1,180
2026-04-22 17:13,ORD5032,C116,Aditya,Fresh Lime Soda,Beverages,Cold Beverages,1,90
2026-04-22 09:19,ORD5033,C141,Bhavna,Cafe Latte,Beverages,Hot Coffee,1,150
2026-04-22 17:36,ORD5034,C139,Swati,Cafe Latte,Beverages,Hot Coffee,1,150
2026-04-22 17:36,ORD5034,C139,Swati,Green Tea,Beverages,Tea,1,80
2026-04-22 17:36,ORD5034,C139,Swati,Veg Sandwich,Food,Sandwiches,1,120
2026-04-23 13:23,ORD5035,C115,Ritu,Chocolate Brownie,Desserts,Baked,2,260
2026-04-23 16:19,ORD5036,C145,Zoya,Cheesecake Slice,Desserts,Cakes,1,180
2026-04-23 16:19,ORD5036,C145,Zoya,Cappuccino,Beverages,Hot Coffee,1,140
2026-04-23 14:42,ORD5037,C159,Aditi,Iced Americano,Beverages,Cold Beverages,1,140
2026-04-23 13:06,ORD5038,C156,Naveen,Iced Americano,Beverages,Cold Beverages,1,140
2026-04-23 13:06,ORD5038,C156,Naveen,Veg Sandwich,Food,Sandwiches,1,120
2026-04-23 18:13,ORD5039,C121,Isha,Veg Sandwich,Food,Sandwiches,1,120
2026-04-23 18:13,ORD5039,C121,Isha,Cheesecake Slice,Desserts,Cakes,2,360
2026-04-23 09:03,ORD5040,C154,Dhruv,Maggi,Food,Snacks,2,160
2026-04-23 18:00,ORD5041,C102,Rohan,Iced Americano,Beverages,Cold Beverages,1,140
2026-04-23 13:10,ORD5042,C116,Aditya,Croissant,Desserts,Baked,1,95
2026-04-23 13:10,ORD5042,C116,Aditya,Maggi,Food,Snacks,1,80
2026-04-23 18:44,ORD5043,C156,Naveen,Croissant,Desserts,Baked,1,95
2026-04-23 18:44,ORD5043,C156,Naveen,Filter Coffee,Beverages,Hot Coffee,1,90
2026-04-23 18:44,ORD5043,C156,Naveen,Fries,Food,Snacks,1,110
2026-04-23 17:23,ORD5044,C119,Tara,Filter Coffee,Beverages,Hot Coffee,1,90
2026-04-23 17:23,ORD5044,C119,Tara,Fries,Food,Snacks,1,110
2026-04-23 17:23,ORD5044,C119,Tara,Green Tea,Beverages,Tea,1,80
2026-04-23 17:56,ORD5045,C135,Simran,Iced Americano,Beverages,Cold Beverages,2,280
2026-04-23 17:56,ORD5045,C135,Simran,Fresh Lime Soda,Beverages,Cold Beverages,2,180
2026-04-23 17:56,ORD5045,C135,Simran,Masala Chai,Beverages,Tea,2,120
2026-04-23 21:11,ORD5046,C101,Ananya,Chicken Sandwich,Food,Sandwiches,2,360
2026-04-23 21:11,ORD5046,C101,Ananya,Maggi,Food,Snacks,2,160
2026-04-23 11:15,ORD5047,C151,Mansi,Cold Coffee,Beverages,Cold Beverages,1,160
2026-04-23 19:54,ORD5048,C102,Rohan,Green Tea,Beverages,Tea,2,160
2026-04-23 14:22,ORD5049,C129,Neha,Fresh Lime Soda,Beverages,Cold Beverages,1,90
2026-04-24 18:12,ORD5050,C142,Rajat,Veg Sandwich,Food,Sandwiches,2,240
2026-04-24 17:17,ORD5051,C149,Juhi,Cheesecake Slice,Desserts,Cakes,1,180
2026-04-24 16:34,ORD5052,C153,Rekha,Cappuccino,Beverages,Hot Coffee,1,140
2026-04-24 12:11,ORD5053,C116,Aditya,Veg Sandwich,Food,Sandwiches,1,120
2026-04-24 12:11,ORD5053,C116,Aditya,Filter Coffee,Beverages,Hot Coffee,1,90
2026-04-24 18:50,ORD5054,C146,Pranav,Cheesecake Slice,Desserts,Cakes,1,180
2026-04-24 16:36,ORD5055,C157,Sonali,Filter Coffee,Beverages,Hot Coffee,1,90
2026-04-24 13:33,ORD5056,C100,Aarav,Croissant,Desserts,Baked,1,95
2026-04-24 13:33,ORD5056,C100,Aarav,Green Tea,Beverages,Tea,2,160
2026-04-24 13:33,ORD5056,C100,Aarav,Fries,Food,Snacks,2,220
2026-04-24 16:20,ORD5057,C139,Swati,Cold Coffee,Beverages,Cold Beverages,1,160
2026-04-24 16:20,ORD5057,C139,Swati,Paneer Tikka Sandwich,Food,Sandwiches,1,160
2026-04-24 12:25,ORD5058,C120,Dev,Croissant,Desserts,Baked,1,95
2026-04-24 12:25,ORD5058,C120,Dev,Iced Americano,Beverages,Cold Beverages,1,140
2026-04-24 11:43,ORD5059,C124,Manav,Masala Chai,Beverages,Tea,1,60
2026-04-24 11:43,ORD5059,C124,Manav,Paneer Tikka Sandwich,Food,Sandwiches,2,320
2026-04-24 18:18,ORD5060,C119,Tara,Chicken Sandwich,Food,Sandwiches,1,180
2026-04-24 14:43,ORD5061,C128,Imran,Blueberry Muffin,Desserts,Baked,1,110
2026-04-24 17:47,ORD5062,C150,Vivek,Cafe Latte,Beverages,Hot Coffee,1,150
2026-04-24 13:40,ORD5063,C142,Rajat,Cafe Latte,Beverages,Hot Coffee,1,150
2026-04-24 13:40,ORD5063,C142,Rajat,Fresh Lime Soda,Beverages,Cold Beverages,1,90
2026-04-24 16:09,ORD5064,C112,Karthik,Fresh Lime Soda,Beverages,Cold Beverages,2,180
2026-04-25 14:54,ORD5065,C139,Swati,Chocolate Brownie,Desserts,Baked,2,260
2026-04-25 14:54,ORD5065,C139,Swati,Maggi,Food,Snacks,1,80
2026-04-25 19:44,ORD5066,C145,Zoya,Samosa (2 pc),Food,Snacks,1,50
2026-04-25 18:44,ORD5067,C141,Bhavna,Cold Coffee,Beverages,Cold Beverages,1,160
2026-04-25 12:11,ORD5068,C114,Sanjay,Cheesecake Slice,Desserts,Cakes,1,180
2026-04-25 12:11,ORD5068,C114,Sanjay,Chocolate Brownie,Desserts,Baked,1,130
2026-04-25 19:07,ORD5069,C154,Dhruv,Chocolate Brownie,Desserts,Baked,1,130
2026-04-25 17:38,ORD5070,C135,Simran,Chocolate Brownie,Desserts,Baked,1,130
2026-04-25 17:57,ORD5071,C146,Pranav,Croissant,Desserts,Baked,2,190
2026-04-25 17:57,ORD5071,C146,Pranav,Chocolate Brownie,Desserts,Baked,1,130
2026-04-25 11:28,ORD5072,C130,Siddharth,Fresh Lime Soda,Beverages,Cold Beverages,2,180
2026-04-25 13:49,ORD5073,C117,Lakshmi,Blueberry Muffin,Desserts,Baked,1,110
2026-04-25 13:49,ORD5073,C117,Lakshmi,Fresh Lime Soda,Beverages,Cold Beverages,1,90
2026-04-25 13:15,ORD5074,C118,Farhan,Chicken Sandwich,Food,Sandwiches,2,360
2026-04-25 17:08,ORD5075,C105,Sneha,Samosa (2 pc),Food,Snacks,1,50
2026-04-25 13:13,ORD5076,C145,Zoya,Maggi,Food,Snacks,1,80
2026-04-25 10:26,ORD5077,C129,Neha,Maggi,Food,Snacks,1,80
2026-04-25 17:37,ORD5078,C149,Juhi,Cappuccino,Beverages,Hot Coffee,1,140
2026-04-25 17:37,ORD5078,C149,Juhi,Samosa (2 pc),Food,Snacks,1,50
2026-04-25 17:37,ORD5078,C149,Juhi,Blueberry Muffin,Desserts,Baked,1,110
2026-04-25 13:57,ORD5079,C154,Dhruv,Maggi,Food,Snacks,1,80
2026-04-25 13:57,ORD5079,C154,Dhruv,Fresh Lime Soda,Beverages,Cold Beverages,1,90
2026-04-25 13:57,ORD5079,C154,Dhruv,Blueberry Muffin,Desserts,Baked,1,110
2026-04-25 14:42,ORD5080,C121,Isha,Samosa (2 pc),Food,Snacks,2,100
2026-04-25 14:42,ORD5080,C121,Isha,Masala Chai,Beverages,Tea,2,120
2026-04-25 21:34,ORD5081,C139,Swati,Samosa (2 pc),Food,Snacks,1,50
2026-04-25 12:01,ORD5082,C142,Rajat,Maggi,Food,Snacks,1,80
2026-04-25 17:11,ORD5083,C129,Neha,Samosa (2 pc),Food,Snacks,1,50
2026-04-25 10:20,ORD5084,C129,Neha,Samosa (2 pc),Food,Snacks,1,50
2026-04-25 21:26,ORD5085,C153,Rekha,Cafe Latte,Beverages,Hot Coffee,1,150
2026-04-25 17:34,ORD5086,C147,Ira,Fries,Food,Snacks,1,110
2026-04-26 09:49,ORD5087,C104,Kiran,Filter Coffee,Beverages,Hot Coffee,1,90
2026-04-26 09:49,ORD5087,C104,Kiran,Cappuccino,Beverages,Hot Coffee,1,140
2026-04-26 09:49,ORD5087,C104,Kiran,Fresh Lime Soda,Beverages,Cold Beverages,1,90
2026-04-26 21:30,ORD5088,C108,Arjun,Green Tea,Beverages,Tea,1,80
2026-04-26 21:30,ORD5088,C108,Arjun,Chocolate Brownie,Desserts,Baked,1,130
2026-04-26 09:38,ORD5089,C110,Rahul,Cold Coffee,Beverages,Cold Beverages,2,320
2026-04-26 09:38,ORD5089,C110,Rahul,Masala Chai,Beverages,Tea,1,60
2026-04-26 13:59,ORD5090,C101,Ananya,Samosa (2 pc),Food,Snacks,1,50
2026-04-26 14:12,ORD5091,C145,Zoya,Fresh Lime Soda,Beverages,Cold Beverages,1,90
2026-04-26 17:19,ORD5092,C149,Juhi,Cold Coffee,Beverages,Cold Beverages,1,160
2026-04-26 17:19,ORD5092,C149,Juhi,Filter Coffee,Beverages,Hot Coffee,1,90
2026-04-26 17:19,ORD5092,C149,Juhi,Fries,Food,Snacks,1,110
2026-04-26 21:21,ORD5093,C141,Bhavna,Maggi,Food,Snacks,2,160
2026-04-26 16:27,ORD5094,C106,Vikram,Chocolate Brownie,Desserts,Baked,1,130
2026-04-26 16:27,ORD5094,C106,Vikram,Iced Americano,Beverages,Cold Beverages,1,140
2026-04-26 16:27,ORD5094,C106,Vikram,Maggi,Food,Snacks,1,80
2026-04-26 17:51,ORD5095,C139,Swati,Blueberry Muffin,Desserts,Baked,2,220
2026-04-26 17:51,ORD5095,C139,Swati,Chocolate Brownie,Desserts,Baked,1,130
2026-04-26 17:51,ORD5095,C139,Swati,Maggi,Food,Snacks,1,80
2026-04-26 14:53,ORD5096,C115,Ritu,Veg Sandwich,Food,Sandwiches,1,120
2026-04-26 14:53,ORD5096,C115,Ritu,Chocolate Brownie,Desserts,Baked,1,130
2026-04-26 14:53,ORD5096,C115,Ritu,Fresh Lime Soda,Beverages,Cold Beverages,1,90
2026-04-26 14:01,ORD5097,C121,Isha,Chicken Sandwich,Food,Sandwiches,1,180
2026-04-26 21:22,ORD5098,C113,Nisha,Chicken Sandwich,Food,Sandwiches,2,360
2026-04-26 21:22,ORD5098,C113,Nisha,Veg Sandwich,Food,Sandwiches,1,120
2026-04-26 17:35,ORD5099,C117,Lakshmi,Green Tea,Beverages,Tea,1,80
2026-04-26 18:26,ORD5100,C146,Pranav,Fresh Lime Soda,Beverages,Cold Beverages,1,90
2026-04-26 14:45,ORD5101,C141,Bhavna,Cappuccino,Beverages,Hot Coffee,1,140
2026-04-26 17:25,ORD5102,C114,Sanjay,Paneer Tikka Sandwich,Food,Sandwiches,1,160
2026-04-26 17:25,ORD5102,C114,Sanjay,Fries,Food,Snacks,1,110
2026-04-26 16:47,ORD5103,C127,Kavya,Fries,Food,Snacks,1,110
2026-04-26 16:47,ORD5103,C127,Kavya,Chocolate Brownie,Desserts,Baked,1,130
2026-04-26 14:46,ORD5104,C107,Divya,Cold Coffee,Beverages,Cold Beverages,1,160
2026-04-26 16:44,ORD5105,C148,Sameer,Green Tea,Beverages,Tea,1,80
2026-04-26 13:46,ORD5106,C117,Lakshmi,Cheesecake Slice,Desserts,Cakes,2,360
2026-04-26 13:46,ORD5106,C117,Lakshmi,Paneer Tikka Sandwich,Food,Sandwiches,2,320
2026-04-26 11:14,ORD5107,C118,Farhan,Paneer Tikka Sandwich,Food,Sandwiches,1,160
2026-04-26 13:08,ORD5108,C134,Harsh,Filter Coffee,Beverages,Hot Coffee,1,90
2026-04-26 20:08,ORD5109,C144,Mohit,Blueberry Muffin,Desserts,Baked,2,220
2026-04-26 20:08,ORD5109,C144,Mohit,Cold Coffee,Beverages,Cold Beverages,1,160
2026-04-27 11:30,ORD5110,C130,Siddharth,Masala Chai,Beverages,Tea,2,120
2026-04-27 18:55,ORD5111,C116,Aditya,Cafe Latte,Beverages,Hot Coffee,1,150
2026-04-27 14:36,ORD5112,C104,Kiran,Filter Coffee,Beverages,Hot Coffee,1,90
2026-04-27 14:36,ORD5112,C104,Kiran,Iced Americano,Beverages,Cold Beverages,1,140
2026-04-27 18:05,ORD5113,C119,Tara,Cold Coffee,Beverages,Cold Beverages,1,160
2026-04-27 18:05,ORD5113,C119,Tara,Maggi,Food,Snacks,1,80
2026-04-27 18:05,ORD5113,C119,Tara,Fresh Lime Soda,Beverages,Cold Beverages,2,180
2026-04-27 16:55,ORD5114,C119,Tara,Maggi,Food,Snacks,1,80
2026-04-27 16:55,ORD5114,C119,Tara,Paneer Tikka Sandwich,Food,Sandwiches,1,160
2026-04-27 14:06,ORD5115,C147,Ira,Green Tea,Beverages,Tea,1,80
2026-04-27 14:06,ORD5115,C147,Ira,Croissant,Desserts,Baked,1,95
2026-04-27 14:06,ORD5115,C147,Ira,Veg Sandwich,Food,Sandwiches,1,120
2026-04-27 20:10,ORD5116,C104,Kiran,Chocolate Brownie,Desserts,Baked,1,130
2026-04-27 20:18,ORD5117,C130,Siddharth,Paneer Tikka Sandwich,Food,Sandwiches,1,160
2026-04-27 11:55,ORD5118,C144,Mohit,Fresh Lime Soda,Beverages,Cold Beverages,2,180
2026-04-27 14:50,ORD5119,C150,Vivek,Green Tea,Beverages,Tea,1,80
2026-04-27 14:50,ORD5119,C150,Vivek,Maggi,Food,Snacks,1,80
2026-04-27 19:58,ORD5120,C109,Meera,Iced Americano,Beverages,Cold Beverages,1,140
2026-04-27 19:50,ORD5121,C110,Rahul,Paneer Tikka Sandwich,Food,Sandwiches,1,160
2026-04-27 19:44,ORD5122,C129,Neha,Samosa (2 pc),Food,Snacks,2,100
2026-04-27 10:34,ORD5123,C132,Gaurav,Cafe Latte,Beverages,Hot Coffee,1,150
2026-04-27 19:27,ORD5124,C156,Naveen,Veg Sandwich,Food,Sandwiches,1,120
2026-04-27 19:27,ORD5124,C156,Naveen,Cappuccino,Beverages,Hot Coffee,2,280
2026-04-27 17:55,ORD5125,C153,Rekha,Cappuccino,Beverages,Hot Coffee,1,140
2026-04-27 17:55,ORD5125,C153,Rekha,Veg Sandwich,Food,Sandwiches,1,120
2026-04-27 13:30,ORD5126,C111,Pooja,Chocolate Brownie,Desserts,Baked,1,130
2026-04-27 13:30,ORD5126,C111,Pooja,Veg Sandwich,Food,Sandwiches,1,120
2026-04-27 17:52,ORD5127,C140,Aman,Cafe Latte,Beverages,Hot Coffee,1,150
2026-04-27 14:21,ORD5128,C126,Varun,Cold Coffee,Beverages,Cold Beverages,2,320
2026-04-28 17:26,ORD5129,C121,Isha,Paneer Tikka Sandwich,Food,Sandwiches,2,320
2026-04-28 17:26,ORD5129,C121,Isha,Samosa (2 pc),Food,Snacks,1,50
2026-04-28 12:05,ORD5130,C129,Neha,Chicken Sandwich,Food,Sandwiches,1,180
2026-04-28 13:25,ORD5131,C149,Juhi,Cappuccino,Beverages,Hot Coffee,1,140
2026-04-28 13:25,ORD5131,C149,Juhi,Chocolate Brownie,Desserts,Baked,1,130
2026-04-28 13:25,ORD5131,C149,Juhi,Maggi,Food,Snacks,1,80
2026-04-28 12:40,ORD5132,C131,Riya,Filter Coffee,Beverages,Hot Coffee,1,90
2026-04-28 17:08,ORD5133,C135,Simran,Chocolate Brownie,Desserts,Baked,1,130
2026-04-28 17:08,ORD5133,C135,Simran,Blueberry Muffin,Desserts,Baked,1,110
2026-04-28 17:08,ORD5133,C135,Simran,Cold Coffee,Beverages,Cold Beverages,1,160
2026-04-28 18:10,ORD5134,C145,Zoya,Cappuccino,Beverages,Hot Coffee,1,140
2026-04-28 17:14,ORD5135,C105,Sneha,Cold Coffee,Beverages,Cold Beverages,1,160
2026-04-28 17:14,ORD5135,C105,Sneha,Chocolate Brownie,Desserts,Baked,1,130
2026-04-28 17:14,ORD5135,C105,Sneha,Croissant,Desserts,Baked,2,190
2026-04-28 17:32,ORD5136,C118,Farhan,Maggi,Food,Snacks,2,160
2026-04-28 17:32,ORD5136,C118,Farhan,Blueberry Muffin,Desserts,Baked,1,110
2026-04-28 14:09,ORD5137,C135,Simran,Cheesecake Slice,Desserts,Cakes,1,180
2026-04-28 17:55,ORD5138,C108,Arjun,Maggi,Food,Snacks,1,80
2026-04-28 14:32,ORD5139,C150,Vivek,Cappuccino,Beverages,Hot Coffee,1,140
2026-04-28 20:53,ORD5140,C119,Tara,Blueberry Muffin,Desserts,Baked,1,110
2026-04-28 20:53,ORD5140,C119,Tara,Iced Americano,Beverages,Cold Beverages,1,140
2026-04-28 19:35,ORD5141,C121,Isha,Samosa (2 pc),Food,Snacks,2,100
2026-04-28 19:35,ORD5141,C121,Isha,Chocolate Brownie,Desserts,Baked,2,260
2026-04-28 17:15,ORD5142,C144,Mohit,Fresh Lime Soda,Beverages,Cold Beverages,1,90
2026-04-28 17:15,ORD5142,C144,Mohit,Maggi,Food,Snacks,1,80
2026-04-28 16:58,ORD5143,C145,Zoya,Samosa (2 pc),Food,Snacks,1,50
2026-04-28 16:58,ORD5143,C145,Zoya,Iced Americano,Beverages,Cold Beverages,1,140
2026-04-28 14:37,ORD5144,C132,Gaurav,Cold Coffee,Beverages,Cold Beverages,2,320
2026-04-28 13:06,ORD5145,C128,Imran,Chocolate Brownie,Desserts,Baked,1,130
2026-04-28 13:06,ORD5145,C128,Imran,Cappuccino,Beverages,Hot Coffee,1,140
2026-04-28 18:09,ORD5146,C141,Bhavna,Veg Sandwich,Food,Sandwiches,1,120
2026-04-29 13:25,ORD5147,C144,Mohit,Chicken Sandwich,Food,Sandwiches,2,360
2026-04-29 13:25,ORD5147,C144,Mohit,Samosa (2 pc),Food,Snacks,1,50
2026-04-29 20:48,ORD5148,C156,Naveen,Croissant,Desserts,Baked,1,95
2026-04-29 16:15,ORD5149,C104,Kiran,Paneer Tikka Sandwich,Food,Sandwiches,1,160
2026-04-29 16:15,ORD5149,C104,Kiran,Fresh Lime Soda,Beverages,Cold Beverages,1,90
2026-04-29 17:48,ORD5150,C106,Vikram,Cold Coffee,Beverages,Cold Beverages,1,160
2026-04-29 17:48,ORD5150,C106,Vikram,Chocolate Brownie,Desserts,Baked,1,130
2026-04-29 18:02,ORD5151,C101,Ananya,Filter Coffee,Beverages,Hot Coffee,1,90
2026-04-29 14:27,ORD5152,C123,Shreya,Cheesecake Slice,Desserts,Cakes,1,180
2026-04-29 19:50,ORD5153,C143,Tanvi,Masala Chai,Beverages,Tea,1,60
2026-04-29 17:24,ORD5154,C155,Payal,Fresh Lime Soda,Beverages,Cold Beverages,2,180
2026-04-29 17:24,ORD5154,C155,Payal,Blueberry Muffin,Desserts,Baked,1,110
2026-04-29 16:40,ORD5155,C129,Neha,Veg Sandwich,Food,Sandwiches,1,120
2026-04-29 18:51,ORD5156,C157,Sonali,Paneer Tikka Sandwich,Food,Sandwiches,1,160
2026-04-29 17:04,ORD5157,C110,Rahul,Fries,Food,Snacks,2,220
2026-04-29 11:40,ORD5158,C119,Tara,Veg Sandwich,Food,Sandwiches,1,120
2026-04-29 11:40,ORD5158,C119,Tara,Chocolate Brownie,Desserts,Baked,1,130
2026-04-29 11:40,ORD5158,C119,Tara,Paneer Tikka Sandwich,Food,Sandwiches,1,160
2026-04-29 21:24,ORD5159,C115,Ritu,Paneer Tikka Sandwich,Food,Sandwiches,1,160
2026-04-29 21:24,ORD5159,C115,Ritu,Croissant,Desserts,Baked,2,190
2026-04-29 14:17,ORD5160,C125,Ayesha,Filter Coffee,Beverages,Hot Coffee,2,180
2026-04-29 18:31,ORD5161,C147,Ira,Paneer Tikka Sandwich,Food,Sandwiches,1,160
2026-04-29 18:31,ORD5161,C147,Ira,Fresh Lime Soda,Beverages,Cold Beverages,1,90
2026-04-29 18:12,ORD5162,C140,Aman,Iced Americano,Beverages,Cold Beverages,2,280
2026-04-29 18:12,ORD5162,C140,Aman,Cold Coffee,Beverages,Cold Beverages,1,160
2026-04-29 18:50,ORD5163,C119,Tara,Fries,Food,Snacks,1,110
2026-04-29 17:58,ORD5164,C105,Sneha,Maggi,Food,Snacks,1,80
2026-04-29 18:50,ORD5165,C108,Arjun,Fries,Food,Snacks,1,110
2026-04-29 18:50,ORD5165,C108,Arjun,Cheesecake Slice,Desserts,Cakes,1,180
2026-04-29 14:16,ORD5166,C110,Rahul,Blueberry Muffin,Desserts,Baked,2,220
2026-04-29 14:16,ORD5166,C110,Rahul,Paneer Tikka Sandwich,Food,Sandwiches,1,160
2026-04-29 14:16,ORD5166,C110,Rahul,Chicken Sandwich,Food,Sandwiches,1,180
2026-04-29 21:14,ORD5167,C148,Sameer,Samosa (2 pc),Food,Snacks,1,50
2026-04-29 21:14,ORD5167,C148,Sameer,Fries,Food,Snacks,1,110
2026-04-29 21:14,ORD5167,C148,Sameer,Cafe Latte,Beverages,Hot Coffee,1,150
2026-04-29 10:23,ORD5168,C129,Neha,Veg Sandwich,Food,Sandwiches,2,240
2026-04-29 10:23,ORD5168,C129,Neha,Samosa (2 pc),Food,Snacks,2,100
2026-04-29 18:43,ORD5169,C106,Vikram,Cappuccino,Beverages,Hot Coffee,1,140
2026-04-29 10:20,ORD5170,C135,Simran,Fresh Lime Soda,Beverages,Cold Beverages,2,180
2026-04-29 10:20,ORD5170,C135,Simran,Cafe Latte,Beverages,Hot Coffee,1,150
2026-04-29 10:20,ORD5170,C135,Simran,Chocolate Brownie,Desserts,Baked,1,130
2026-04-29 19:02,ORD5171,C108,Arjun,Paneer Tikka Sandwich,Food,Sandwiches,1,160
2026-04-29 19:02,ORD5171,C108,Arjun,Blueberry Muffin,Desserts,Baked,2,220
2026-04-29 19:02,ORD5171,C108,Arjun,Cold Coffee,Beverages,Cold Beverages,1,160
2026-04-29 18:23,ORD5172,C129,Neha,Croissant,Desserts,Baked,1,95
2026-04-29 18:23,ORD5172,C129,Neha,Maggi,Food,Snacks,1,80
2026-04-30 17:26,ORD5173,C156,Naveen,Blueberry Muffin,Desserts,Baked,2,220
2026-04-30 17:26,ORD5173,C156,Naveen,Maggi,Food,Snacks,1,80
2026-04-30 14:23,ORD5174,C144,Mohit,Chocolate Brownie,Desserts,Baked,2,260
2026-04-30 16:23,ORD5175,C154,Dhruv,Fries,Food,Snacks,1,110
2026-04-30 19:22,ORD5176,C141,Bhavna,Veg Sandwich,Food,Sandwiches,1,120
2026-04-30 10:54,ORD5177,C107,Divya,Cafe Latte,Beverages,Hot Coffee,1,150
2026-04-30 10:54,ORD5177,C107,Divya,Green Tea,Beverages,Tea,1,80
2026-04-30 09:03,ORD5178,C101,Ananya,Fresh Lime Soda,Beverages,Cold Beverages,1,90
2026-04-30 09:03,ORD5178,C101,Ananya,Iced Americano,Beverages,Cold Beverages,1,140
2026-04-30 14:48,ORD5179,C153,Rekha,Green Tea,Beverages,Tea,1,80
2026-04-30 14:48,ORD5179,C153,Rekha,Fresh Lime Soda,Beverages,Cold Beverages,1,90
2026-04-30 14:38,ORD5180,C157,Sonali,Iced Americano,Beverages,Cold Beverages,2,280
2026-04-30 18:16,ORD5181,C134,Harsh,Cold Coffee,Beverages,Cold Beverages,1,160
2026-04-30 18:16,ORD5181,C134,Harsh,Cappuccino,Beverages,Hot Coffee,1,140
2026-04-30 20:15,ORD5182,C150,Vivek,Cappuccino,Beverages,Hot Coffee,1,140
2026-04-30 20:15,ORD5182,C150,Vivek,Masala Chai,Beverages,Tea,1,60
2026-04-30 09:33,ORD5183,C126,Varun,Cafe Latte,Beverages,Hot Coffee,1,150
2026-04-30 12:23,ORD5184,C149,Juhi,Cold Coffee,Beverages,Cold Beverages,1,160
